order_id,fpga_1_ts,fpga_2_ts
987,0.987,0.98700987000987
988,0.988,0.98800988000988
989,0.989,0.98900989000989
990,0.99,0.9900099000099
991,0.991,0.99100991000991
992,0.992,0.99200992000992
993,0.993,0.99300993000993
994,0.994,0.99400994000994
995,0.995,0.99500995000995
996,0.996,0.99600996000996
997,0.997,0.99700997000997
998,0.998,0.99800998000998
999,0.999,0.99900999000999
