sample,signal_a_time,signal_b_time,delay_ns
2164,6925.808657392239,6926.308657392239,0.5
2165,6928.489850448563,6928.989850448563,0.5
2166,6931.73101781669,6932.23101781669,0.5
2167,6934.841993779152,6935.341993779152,0.5
2168,6938.247025411116,6938.747025411116,0.5
2169,6941.58742108983,6942.08742108983,0.5
2170,6944.891936350262,6945.391936350262,0.5
2171,6947.879599274219,6948.379599274219,0.5
2172,6951.031140006299,6951.531140006299,0.5
2173,6954.325781141403,6954.825781141403,0.5
2174,6957.328720994631,6957.828720994631,0.5
2175,6961.113977351299,6961.613977351299,0.5
2176,6963.574857433539,6964.074857433539,0.5
2177,6967.133657786746,6967.633657786746,0.5
2178,6970.701750946816,6971.201750946816,0.5
2179,6973.498709703885,6973.998709703885,0.5
2180,6976.659661959976,6977.159661959976,0.5
2181,6979.826500714417,6980.326500714417,0.5
2182,6983.06223149463,6983.56223149463,0.5
2183,6986.573199557921,6987.073199557921,0.5
2184,6989.056577512723,6989.556577512723,0.5
2185,6993.005956667252,6993.505956667252,0.5
2186,6995.614798528505,6996.114798528505,0.5
2187,6999.046579525152,6999.546579525152,0.5
2188,7002.214381138942,7002.714381138942,0.5
2189,7005.6182607089595,7006.1182607089595,0.5
2190,7008.381245216631,7008.881245216631,0.5
2191,7011.9936246522275,7012.4936246522275,0.5
2192,7015.5063720756725,7016.0063720756725,0.5
2193,7018.0291953821,7018.5291953821,0.5
2194,7021.5400914485435,7022.0400914485435,0.5
2195,7024.570073811465,7025.070073811465,0.5
2196,7027.987967720266,7028.487967720266,0.5
2197,7031.106939866514,7031.606939866514,0.5
2198,7034.175132961225,7034.675132961225,0.5
2199,7037.601324832011,7038.101324832011,0.5
2200,7041.064940028998,7041.564940028998,0.5
2201,7043.866209680698,7044.366209680698,0.5
2202,7047.248662059476,7047.748662059476,0.5
2203,7050.0463759114755,7050.5463759114755,0.5
2204,7053.31406325969,7053.81406325969,0.5
2205,7056.800151822633,7057.300151822633,0.5
2206,7060.202813804767,7060.702813804767,0.5
2207,7063.17743330082,7063.67743330082,0.5
2208,7066.244019056961,7066.744019056961,0.5
2209,7069.506808976154,7070.006808976154,0.5
2210,7072.457189180279,7072.957189180279,0.5
2211,7076.028493824347,7076.528493824347,0.5
2212,7079.284377403544,7079.784377403544,0.5
2213,7082.217812756516,7082.717812756516,0.5
2214,7085.414542425534,7085.914542425534,0.5
2215,7088.762046533018,7089.262046533018,0.5
2216,7091.821846971883,7092.321846971883,0.5
2217,7095.096284428169,7095.596284428169,0.5
2218,7098.729775340931,7099.229775340931,0.5
2219,7101.4607458749515,7101.9607458749515,0.5
2220,7104.6388030167,7105.1388030167,0.5
2221,7107.7812827179805,7108.2812827179805,0.5
2222,7111.25994950541,7111.75994950541,0.5
2223,7114.27518630847,7114.77518630847,0.5
2224,7117.381876567452,7117.881876567452,0.5
2225,7120.976332013574,7121.476332013574,0.5
2226,7124.196311840026,7124.696311840026,0.5
2227,7126.992626557979,7127.492626557979,0.5
2228,7129.9397233128575,7130.4397233128575,0.5
2229,7133.7148540731005,7134.2148540731005,0.5
2230,7136.576745401984,7137.076745401984,0.5
2231,7140.072116518972,7140.572116518972,0.5
2232,7142.7202906676,7143.2202906676,0.5
2233,7146.493150930805,7146.993150930805,0.5
2234,7149.272717109293,7149.772717109293,0.5
2235,7152.8614243509655,7153.3614243509655,0.5
2236,7155.918446172723,7156.418446172723,0.5
2237,7158.925123707279,7159.425123707279,0.5
2238,7162.234824360577,7162.734824360577,0.5
2239,7165.653815346556,7166.153815346556,0.5
2240,7168.738050577791,7169.238050577791,0.5
2241,7172.0340743152665,7172.5340743152665,0.5
2242,7175.512799868078,7176.012799868078,0.5
2243,7178.004983460836,7178.504983460836,0.5
2244,7181.841594330175,7182.341594330175,0.5
2245,7184.739343034689,7185.239343034689,0.5
2246,7187.739035069523,7188.239035069523,0.5
2247,7190.853049186043,7191.353049186043,0.5
2248,7194.2816078650385,7194.7816078650385,0.5
2249,7197.704081997582,7198.204081997582,0.5
2250,7200.694562183125,7201.194562183125,0.5
2251,7204.222623025254,7204.722623025254,0.5
2252,7206.830476933196,7207.330476933196,0.5
2253,7210.318614313641,7210.818614313641,0.5
2254,7213.27087344633,7213.77087344633,0.5
2255,7216.794398543741,7217.294398543741,0.5
2256,7220.099369677239,7220.599369677239,0.5
2257,7223.038159872487,7223.538159872487,0.5
2258,7225.801789491901,7226.301789491901,0.5
2259,7229.562741924588,7230.062741924588,0.5
2260,7232.81062003758,7233.31062003758,0.5
2261,7236.004451310228,7236.504451310228,0.5
2262,7239.371068829603,7239.871068829603,0.5
2263,7242.110021687312,7242.610021687312,0.5
2264,7245.660595676335,7246.160595676335,0.5
2265,7248.963373989744,7249.463373989744,0.5
2266,7251.5694750024495,7252.0694750024495,0.5
2267,7255.189442916439,7255.689442916439,0.5
2268,7258.224996617056,7258.724996617056,0.5
2269,7261.50984808064,7262.00984808064,0.5
2270,7264.796007943972,7265.296007943972,0.5
2271,7267.829346966445,7268.329346966445,0.5
2272,7270.991971095438,7271.491971095438,0.5
2273,7274.334263226771,7274.834263226771,0.5
2274,7277.310303587505,7277.810303587505,0.5
2275,7280.510907781503,7281.010907781503,0.5
2276,7284.064267495874,7284.564267495874,0.5
2277,7286.898954064255,7287.398954064255,0.5
2278,7290.462295403471,7290.962295403471,0.5
2279,7293.621871193864,7294.121871193864,0.5
2280,7296.384511621538,7296.884511621538,0.5
2281,7299.794480068832,7300.294480068832,0.5
2282,7303.369134911912,7303.869134911912,0.5
2283,7306.134399957078,7306.634399957078,0.5
2284,7309.438072242847,7309.938072242847,0.5
2285,7312.8236853059625,7313.3236853059625,0.5
2286,7316.088271261172,7316.588271261172,0.5
2287,7319.08160541411,7319.58160541411,0.5
2288,7322.212731184383,7322.712731184383,0.5
2289,7325.817027227665,7326.317027227665,0.5
2290,7329.080653220088,7329.580653220088,0.5
2291,7332.128964929488,7332.628964929488,0.5
2292,7335.150576979848,7335.650576979848,0.5
2293,7338.17218023901,7338.67218023901,0.5
2294,7341.36806453403,7341.86806453403,0.5
2295,7344.838976268397,7345.338976268397,0.5
2296,7348.018473123526,7348.518473123526,0.5
2297,7351.41543322994,7351.91543322994,0.5
2298,7354.465523561861,7354.965523561861,0.5
2299,7357.235137515006,7357.735137515006,0.5
2300,7360.946463130906,7361.446463130906,0.5
2301,7363.7367815139005,7364.2367815139005,0.5
2302,7367.059919416976,7367.559919416976,0.5
2303,7370.3870737446205,7370.8870737446205,0.5
2304,7373.93648723333,7374.43648723333,0.5
2305,7377.359657478578,7377.859657478578,0.5
2306,7380.059338411207,7380.559338411207,0.5
2307,7383.1016745076395,7383.6016745076395,0.5
2308,7386.445534993082,7386.945534993082,0.5
2309,7389.716484980564,7390.216484980564,0.5
2310,7392.675140402281,7393.175140402281,0.5
2311,7396.298636230577,7396.798636230577,0.5
2312,7399.185928143236,7399.685928143236,0.5
2313,7402.43978264122,7402.93978264122,0.5
2314,7405.673738905815,7406.173738905815,0.5
2315,7408.825191409531,7409.325191409531,0.5
2316,7412.108982219505,7412.608982219505,0.5
2317,7415.018063514105,7415.518063514105,0.5
2318,7418.230173832629,7418.730173832629,0.5
2319,7421.322123368826,7421.822123368826,0.5
2320,7424.830374493548,7425.330374493548,0.5
2321,7428.09858158013,7428.59858158013,0.5
2322,7431.234668884661,7431.734668884661,0.5
2323,7434.6783328301035,7435.1783328301035,0.5
2324,7437.5426351716715,7438.0426351716715,0.5
2325,7440.877822738558,7441.377822738558,0.5
2326,7443.726054264215,7444.226054264215,0.5
2327,7447.067294530952,7447.567294530952,0.5
2328,7450.484142054963,7450.984142054963,0.5
2329,7453.715174957601,7454.215174957601,0.5
2330,7456.686881177923,7457.186881177923,0.5
2331,7459.9316747490875,7460.4316747490875,0.5
2332,7462.842739882127,7463.342739882127,0.5
2333,7466.275228823305,7466.775228823305,0.5
2334,7469.725031328173,7470.225031328173,0.5
2335,7472.862315730694,7473.362315730694,0.5
2336,7476.047727903751,7476.547727903751,0.5
2337,7479.157869528915,7479.657869528915,0.5
2338,7482.349647455208,7482.849647455208,0.5
2339,7485.416490627591,7485.916490627591,0.5
2340,7488.888640571529,7489.388640571529,0.5
2341,7492.0333895083695,7492.5333895083695,0.5
2342,7495.247918721094,7495.747918721094,0.5
2343,7498.244628014964,7498.744628014964,0.5
2344,7501.119486431527,7501.619486431527,0.5
2345,7504.969905589855,7505.469905589855,0.5
2346,7507.855027588306,7508.355027588306,0.5
2347,7510.978559958702,7511.478559958702,0.5
2348,7514.490130925897,7514.990130925897,0.5
2349,7517.473352647534,7517.973352647534,0.5
2350,7520.96406248433,7521.46406248433,0.5
2351,7524.075796429439,7524.575796429439,0.5
2352,7527.289429136167,7527.789429136167,0.5
2353,7530.079844161291,7530.579844161291,0.5
2354,7533.795744132611,7534.295744132611,0.5
2355,7536.805925473784,7537.305925473784,0.5
2356,7539.88013997169,7540.38013997169,0.5
2357,7543.182993125011,7543.682993125011,0.5
2358,7545.999388416966,7546.499388416966,0.5
2359,7549.636686057845,7550.136686057845,0.5
2360,7552.549401225915,7553.049401225915,0.5
2361,7555.685061502387,7556.185061502387,0.5
2362,7558.8514437543145,7559.3514437543145,0.5
2363,7562.57877329856,7563.07877329856,0.5
2364,7565.430702976826,7565.930702976826,0.5
2365,7569.063621229551,7569.563621229551,0.5
2366,7571.850035426961,7572.350035426961,0.5
2367,7574.816044160056,7575.316044160056,0.5
2368,7578.134530895588,7578.634530895588,0.5
2369,7581.805318139583,7582.305318139583,0.5
2370,7584.727296211997,7585.227296211997,0.5
2371,7587.849138420289,7588.349138420289,0.5
2372,7591.191119556761,7591.691119556761,0.5
2373,7594.459792490828,7594.959792490828,0.5
2374,7597.783235738778,7598.283235738778,0.5
2375,7601.0497758535785,7601.5497758535785,0.5
2376,7603.8884423104455,7604.3884423104455,0.5
2377,7606.89550653439,7607.39550653439,0.5
2378,7610.278343071385,7610.778343071385,0.5
2379,7613.613412236929,7614.113412236929,0.5
2380,7616.5689243823745,7617.0689243823745,0.5
2381,7619.77056601664,7620.27056601664,0.5
2382,7623.231073807933,7623.731073807933,0.5
2383,7626.352905793312,7626.852905793312,0.5
2384,7629.569515694711,7630.069515694711,0.5
2385,7632.611577260693,7633.111577260693,0.5
2386,7635.917516216795,7636.417516216795,0.5
2387,7638.979069762785,7639.479069762785,0.5
2388,7642.542276105867,7643.042276105867,0.5
2389,7645.77160632259,7646.27160632259,0.5
2390,7648.395638915201,7648.895638915201,0.5
2391,7651.779294347613,7652.279294347613,0.5
2392,7654.866210700637,7655.366210700637,0.5
2393,7658.235831796776,7658.735831796776,0.5
2394,7661.549469021703,7662.049469021703,0.5
2395,7664.476547603725,7664.976547603725,0.5
2396,7667.782424717043,7668.282424717043,0.5
2397,7670.966325237255,7671.466325237255,0.5
2398,7674.408890209554,7674.908890209554,0.5
2399,7677.581625643084,7678.081625643084,0.5
2400,7680.623729297014,7681.123729297014,0.5
2401,7684.003761014112,7684.503761014112,0.5
2402,7687.05938085477,7687.55938085477,0.5
2403,7690.314705881625,7690.814705881625,0.5
2404,7693.904047353753,7694.404047353753,0.5
2405,7697.037769178055,7697.537769178055,0.5
2406,7699.710080752314,7700.210080752314,0.5
2407,7703.336263515278,7703.836263515278,0.5
2408,7706.532916374604,7707.032916374604,0.5
2409,7709.341304437959,7709.841304437959,0.5
2410,7712.935032656463,7713.435032656463,0.5
2411,7716.279183543397,7716.779183543397,0.5
2412,7718.94740823047,7719.44740823047,0.5
2413,7722.188736659519,7722.688736659519,0.5
2414,7725.776089549094,7726.276089549094,0.5
2415,7728.827176349893,7729.327176349893,0.5
2416,7732.0834925747795,7732.5834925747795,0.5
2417,7735.241635195014,7735.741635195014,0.5
2418,7738.451976567923,7738.951976567923,0.5
2419,7741.3088629900785,7741.8088629900785,0.5
2420,7744.983940989068,7745.483940989068,0.5
2421,7748.208715478233,7748.708715478233,0.5
2422,7751.129239362937,7751.629239362937,0.5
2423,7754.366742153791,7754.866742153791,0.5
2424,7757.269536075246,7757.769536075246,0.5
2425,7760.878928558964,7761.378928558964,0.5
2426,7764.090809128106,7764.590809128106,0.5
2427,7767.164279468367,7767.664279468367,0.5
2428,7770.601908375744,7771.101908375744,0.5
2429,7773.510542289577,7774.010542289577,0.5
2430,7776.890598952955,7777.390598952955,0.5
2431,7779.774064932041,7780.274064932041,0.5
2432,7783.173607401608,7783.673607401608,0.5
2433,7786.343767012206,7786.843767012206,0.5
2434,7789.624019480198,7790.124019480198,0.5
2435,7792.7053725420255,7793.2053725420255,0.5
2436,7795.953303440661,7796.453303440661,0.5
2437,7799.345127426087,7799.845127426087,0.5
2438,7802.2928851763545,7802.7928851763545,0.5
2439,7805.259242635658,7805.759242635658,0.5
2440,7809.13079486865,7809.63079486865,0.5
2441,7812.25748893555,7812.75748893555,0.5
2442,7814.923065612794,7815.423065612794,0.5
2443,7818.519779744867,7819.019779744867,0.5
2444,7821.481563261711,7821.981563261711,0.5
2445,7824.8351756908905,7825.3351756908905,0.5
2446,7828.041643105631,7828.541643105631,0.5
2447,7831.136236751768,7831.636236751768,0.5
2448,7834.226685210717,7834.726685210717,0.5
2449,7837.445650165374,7837.945650165374,0.5
2450,7840.600840024745,7841.100840024745,0.5
2451,7843.818033998198,7844.318033998198,0.5
2452,7847.171282813837,7847.671282813837,0.5
2453,7850.241886506027,7850.741886506027,0.5
2454,7853.721768948995,7854.221768948995,0.5
2455,7857.083127798923,7857.583127798923,0.5
2456,7859.869987951585,7860.369987951585,0.5
2457,7863.234199531969,7863.734199531969,0.5
2458,7866.486575685926,7866.986575685926,0.5
2459,7869.681359150052,7870.181359150052,0.5
2460,7872.802469781455,7873.302469781455,0.5
2461,7876.136135243547,7876.636135243547,0.5
2462,7879.284368582415,7879.784368582415,0.5
2463,7882.140706339416,7882.640706339416,0.5
2464,7885.762390068763,7886.262390068763,0.5
2465,7888.966337055342,7889.466337055342,0.5
2466,7891.8365416990555,7892.3365416990555,0.5
2467,7895.197106518984,7895.697106518984,0.5
2468,7898.52650478246,7899.02650478246,0.5
2469,7901.548296251985,7902.048296251985,0.5
2470,7905.005074657457,7905.505074657457,0.5
2471,7908.4635735788315,7908.9635735788315,0.5
2472,7911.033921905384,7911.533921905384,0.5
2473,7914.115230223283,7914.615230223283,0.5
2474,7917.652522895038,7918.152522895038,0.5
2475,7920.936391708946,7921.436391708946,0.5
2476,7923.946225965155,7924.446225965155,0.5
2477,7927.483371404591,7927.983371404591,0.5
2478,7930.125318143985,7930.625318143985,0.5
2479,7933.731943060539,7934.231943060539,0.5
2480,7936.672507203784,7937.172507203784,0.5
2481,7940.337874981181,7940.837874981181,0.5
2482,7943.592822502576,7944.092822502576,0.5
2483,7946.241308146389,7946.741308146389,0.5
2484,7949.485048068767,7949.985048068767,0.5
2485,7952.9671971053485,7953.4671971053485,0.5
2486,7955.918173429998,7956.418173429998,0.5
2487,7959.186837348372,7959.686837348372,0.5
2488,7962.40131730807,7962.90131730807,0.5
2489,7965.212625024726,7965.712625024726,0.5
2490,7968.794112138749,7969.294112138749,0.5
2491,7971.859254165159,7972.359254165159,0.5
2492,7975.098895187495,7975.598895187495,0.5
2493,7978.686566184672,7979.186566184672,0.5
2494,7981.346858437126,7981.846858437126,0.5
2495,7984.961120885334,7985.461120885334,0.5
2496,7987.943007293921,7988.443007293921,0.5
2497,7991.143167878292,7991.643167878292,0.5
2498,7994.5575143232045,7995.0575143232045,0.5
2499,7997.667770234912,7998.167770234912,0.5
2500,8000.914202607445,8001.414202607445,0.5
2501,8004.19403697211,8004.69403697211,0.5
2502,8007.13445839537,8007.63445839537,0.5
2503,8010.278592757108,8010.778592757108,0.5
2504,8013.384330030701,8013.884330030701,0.5
2505,8016.63659806202,8017.13659806202,0.5
2506,8020.591819085081,8021.091819085081,0.5
2507,8023.45125614817,8023.95125614817,0.5
2508,8026.132425390784,8026.632425390784,0.5
2509,8029.33846870468,8029.83846870468,0.5
2510,8032.899653540376,8033.399653540376,0.5
2511,8036.113053319511,8036.613053319511,0.5
2512,8039.313697159102,8039.813697159102,0.5
2513,8042.353249265331,8042.853249265331,0.5
2514,8045.579469604045,8046.079469604045,0.5
2515,8048.87045639288,8049.37045639288,0.5
2516,8052.02237912131,8052.52237912131,0.5
2517,8054.761660477505,8055.261660477505,0.5
2518,8058.359880657943,8058.859880657943,0.5
2519,8061.435879329209,8061.935879329209,0.5
2520,8064.841522931846,8065.341522931846,0.5
2521,8068.603852480588,8069.103852480588,0.5
2522,8071.280617045166,8071.780617045166,0.5
2523,8074.344734806839,8074.844734806839,0.5
2524,8077.7921210764725,8078.2921210764725,0.5
2525,8080.904618385523,8081.404618385523,0.5
2526,8084.092419738174,8084.592419738174,0.5
2527,8087.33009099073,8087.83009099073,0.5
2528,8090.820349617056,8091.320349617056,0.5
2529,8093.383183249028,8093.883183249028,0.5
2530,8096.904407383458,8097.404407383458,0.5
2531,8099.824724774104,8100.324724774104,0.5
2532,8103.321423561371,8103.821423561371,0.5
2533,8106.226903761809,8106.726903761809,0.5
2534,8109.527487733389,8110.027487733389,0.5
2535,8112.752263145265,8113.252263145265,0.5
2536,8116.206764503985,8116.706764503985,0.5
2537,8119.395612080907,8119.895612080907,0.5
2538,8122.163097748833,8122.663097748833,0.5
2539,8125.623548078325,8126.123548078325,0.5
2540,8128.670965317179,8129.170965317179,0.5
2541,8131.761500337997,8132.261500337997,0.5
2542,8135.170117942051,8135.670117942051,0.5
2543,8138.352144826447,8138.852144826447,0.5
2544,8142.099504713411,8142.599504713411,0.5
2545,8144.901073413217,8145.401073413217,0.5
2546,8147.7392779799975,8148.2392779799975,0.5
2547,8151.102166711317,8151.602166711317,0.5
2548,8154.61971820324,8155.11971820324,0.5
2549,8158.033450130731,8158.533450130731,0.5
2550,8160.498884945712,8160.998884945712,0.5
2551,8163.640416763135,8164.140416763135,0.5
2552,8167.590914707241,8168.090914707241,0.5
2553,8170.494964539644,8170.994964539644,0.5
2554,8173.443703189798,8173.943703189798,0.5
2555,8176.924607585401,8177.424607585401,0.5
2556,8179.490852252376,8179.990852252376,0.5
2557,8183.218996933502,8183.718996933502,0.5
2558,8186.484206098754,8186.984206098754,0.5
2559,8189.803815924097,8190.303815924097,0.5
2560,8192.616502737734,8193.116502737734,0.5
2561,8196.036739392475,8196.536739392475,0.5
2562,8199.034837066987,8199.534837066987,0.5
2563,8202.471318775337,8202.971318775337,0.5
2564,8205.441492791733,8205.941492791733,0.5
2565,8208.739261920377,8209.239261920377,0.5
2566,8211.822039041253,8212.322039041253,0.5
2567,8215.35174940058,8215.85174940058,0.5
2568,8218.593532407549,8219.093532407549,0.5
2569,8221.57523810223,8222.07523810223,0.5
2570,8224.830129847216,8225.330129847216,0.5
2571,8227.7330839973,8228.2330839973,0.5
2572,8231.163186982629,8231.663186982629,0.5
2573,8234.413401420825,8234.913401420825,0.5
2574,8238.147920994443,8238.647920994443,0.5
2575,8240.601689003086,8241.101689003086,0.5
2576,8244.317237887994,8244.817237887994,0.5
2577,8247.42409422694,8247.92409422694,0.5
2578,8250.481169785147,8250.981169785147,0.5
2579,8253.977086633093,8254.477086633093,0.5
2580,8256.900103662778,8257.400103662778,0.5
2581,8260.103834439393,8260.603834439393,0.5
2582,8263.215698501659,8263.715698501659,0.5
2583,8266.67135644075,8267.17135644075,0.5
2584,8269.84625654303,8270.34625654303,0.5
2585,8272.702147270773,8273.202147270773,0.5
2586,8275.763753321356,8276.263753321356,0.5
2587,8279.1873266648,8279.6873266648,0.5
2588,8282.268235111404,8282.768235111404,0.5
2589,8285.615857941362,8286.115857941362,0.5
2590,8289.076370515226,8289.576370515226,0.5
2591,8291.937742589274,8292.437742589274,0.5
2592,8295.220958276033,8295.720958276033,0.5
2593,8298.44144753126,8298.94144753126,0.5
2594,8301.799849192743,8302.299849192743,0.5
2595,8304.381105181508,8304.881105181508,0.5
2596,8307.909463021355,8308.409463021355,0.5
2597,8311.273379850767,8311.773379850767,0.5
2598,8314.6714589356,8315.1714589356,0.5
2599,8317.533382686817,8318.033382686817,0.5
2600,8320.456772667112,8320.956772667112,0.5
2601,8324.156345529518,8324.656345529518,0.5
2602,8327.105650794561,8327.605650794561,0.5
2603,8330.195109972512,8330.695109972512,0.5
2604,8333.50849425839,8334.00849425839,0.5
2605,8336.796778296806,8337.296778296806,0.5
2606,8339.913054467432,8340.413054467432,0.5
2607,8342.793210220923,8343.293210220923,0.5
2608,8346.614056703724,8347.114056703724,0.5
2609,8349.889938504606,8350.389938504606,0.5
2610,8352.965587926621,8353.465587926621,0.5
2611,8355.80806642627,8356.30806642627,0.5
2612,8359.19562528557,8359.69562528557,0.5
2613,8362.434939361317,8362.934939361317,0.5
2614,8365.756322534278,8366.256322534278,0.5
2615,8368.970551786113,8369.470551786113,0.5
2616,8371.890368960616,8372.390368960616,0.5
2617,8375.253922863658,8375.753922863658,0.5
2618,8378.529299865302,8379.029299865302,0.5
2619,8381.929328280812,8382.429328280812,0.5
2620,8384.979385156348,8385.479385156348,0.5
2621,8388.196615217861,8388.696615217861,0.5
2622,8391.255889237977,8391.755889237977,0.5
2623,8394.721535773433,8395.221535773433,0.5
2624,8397.721716535589,8398.221716535589,0.5
2625,8400.667866426365,8401.167866426365,0.5
2626,8404.321078034427,8404.821078034427,0.5
2627,8407.380304726914,8407.880304726914,0.5
2628,8410.352435300183,8410.852435300183,0.5
2629,8413.545465542933,8414.045465542933,0.5
2630,8416.900999277444,8417.400999277444,0.5
2631,8420.134641159473,8420.634641159473,0.5
2632,8423.281782685548,8423.781782685548,0.5
2633,8426.504905999114,8427.004905999114,0.5
2634,8429.982955771344,8430.482955771344,0.5
2635,8433.05759295888,8433.55759295888,0.5
2636,8436.081731478687,8436.581731478687,0.5
2637,8439.432186508591,8439.932186508591,0.5
2638,8442.237739643735,8442.737739643735,0.5
2639,8445.724149866433,8446.224149866433,0.5
2640,8449.206745758394,8449.706745758394,0.5
2641,8452.001595341373,8452.501595341373,0.5
2642,8455.075997766731,8455.575997766731,0.5
2643,8458.31542680674,8458.81542680674,0.5
2644,8461.428238008992,8461.928238008992,0.5
2645,8464.689532266839,8465.189532266839,0.5
2646,8467.97270306075,8468.47270306075,0.5
2647,8470.966011308634,8471.466011308634,0.5
2648,8474.450568411263,8474.950568411263,0.5
2649,8477.828220211235,8478.328220211235,0.5
2650,8480.66653357245,8481.16653357245,0.5
2651,8484.352261625212,8484.852261625212,0.5
2652,8487.350883290192,8487.850883290192,0.5
2653,8490.655161021614,8491.155161021614,0.5
2654,8493.517798025723,8494.017798025723,0.5
2655,8497.02059001391,8497.52059001391,0.5
2656,8499.83161822042,8500.33161822042,0.5
2657,8503.42837453267,8503.92837453267,0.5
2658,8506.485012932464,8506.985012932464,0.5
2659,8509.761615340505,8510.261615340505,0.5
2660,8512.616166207386,8513.116166207386,0.5
2661,8515.872591192061,8516.372591192061,0.5
2662,8519.37137083617,8519.87137083617,0.5
2663,8522.262575623678,8522.762575623678,0.5
2664,8525.745206514945,8526.245206514945,0.5
2665,8528.579457727235,8529.079457727235,0.5
2666,8532.222840163065,8532.722840163065,0.5
2667,8535.007020689582,8535.507020689582,0.5
2668,8538.564305372074,8539.064305372074,0.5
2669,8541.77929160327,8542.27929160327,0.5
2670,8544.715131084859,8545.215131084859,0.5
2671,8548.171210793964,8548.671210793964,0.5
2672,8551.307213965218,8551.807213965218,0.5
2673,8554.347677173315,8554.847677173315,0.5
2674,8557.454054639742,8557.954054639742,0.5
2675,8560.463560470225,8560.963560470225,0.5
2676,8564.126335650024,8564.626335650024,0.5
2677,8566.943765118294,8567.443765118294,0.5
2678,8570.476114544459,8570.976114544459,0.5
2679,8573.604676093357,8574.104676093357,0.5
2680,8576.993514323663,8577.493514323663,0.5
2681,8579.997596700681,8580.497596700681,0.5
2682,8583.192436275314,8583.692436275314,0.5
2683,8586.605020005443,8587.105020005443,0.5
2684,8589.725977502407,8590.225977502407,0.5
2685,8592.922517120029,8593.422517120029,0.5
2686,8596.153459478557,8596.653459478557,0.5
2687,8598.952811567959,8599.452811567959,0.5
2688,8602.611603760599,8603.111603760599,0.5
2689,8605.783059815409,8606.283059815409,0.5
2690,8608.657549462894,8609.157549462894,0.5
2691,8612.012390025877,8612.512390025877,0.5
2692,8615.25366469509,8615.75366469509,0.5
2693,8618.434946827738,8618.934946827738,0.5
2694,8621.728938209935,8622.228938209935,0.5
2695,8625.148759604992,8625.648759604992,0.5
2696,8628.279159626163,8628.779159626163,0.5
2697,8631.000682473945,8631.500682473945,0.5
2698,8634.587860342695,8635.087860342695,0.5
2699,8637.929553040545,8638.429553040545,0.5
2700,8640.941448112779,8641.441448112779,0.5
2701,8644.282602525682,8644.782602525682,0.5
2702,8647.667180561788,8648.167180561788,0.5
2703,8650.669788413872,8651.169788413872,0.5
2704,8653.715228255782,8654.215228255782,0.5
2705,8657.074704263474,8657.574704263474,0.5
2706,8660.09498416728,8660.59498416728,0.5
2707,8663.27110724132,8663.77110724132,0.5
2708,8666.396363817525,8666.896363817525,0.5
2709,8669.979649368437,8670.479649368437,0.5
2710,8672.703600995485,8673.203600995485,0.5
2711,8676.374080305612,8676.874080305612,0.5
2712,8679.367899617428,8679.867899617428,0.5
2713,8682.188385589723,8682.688385589723,0.5
2714,8685.742096715285,8686.242096715285,0.5
2715,8688.448881587157,8688.948881587157,0.5
2716,8692.194308524056,8692.694308524056,0.5
2717,8695.446573249292,8695.946573249292,0.5
2718,8698.351375793567,8698.851375793567,0.5
2719,8701.694876555892,8702.194876555892,0.5
2720,8705.261318535453,8705.761318535453,0.5
2721,8707.969657739854,8708.469657739854,0.5
2722,8711.059345595299,8711.559345595299,0.5
2723,8714.767779825206,8715.267779825206,0.5
2724,8718.064284614822,8718.564284614822,0.5
2725,8720.87282634309,8721.37282634309,0.5
2726,8724.274699847805,8724.774699847805,0.5
2727,8727.541022455833,8728.041022455833,0.5
2728,8730.324550458221,8730.824550458221,0.5
2729,8733.57630616966,8734.07630616966,0.5
2730,8737.119862271367,8737.619862271367,0.5
2731,8740.411010256481,8740.911010256481,0.5
2732,8743.386903604776,8743.886903604776,0.5
2733,8746.298684594045,8746.798684594045,0.5
2734,8750.07237971909,8750.57237971909,0.5
2735,8752.76909334919,8753.26909334919,0.5
2736,8756.00858000452,8756.50858000452,0.5
2737,8759.344395159656,8759.844395159656,0.5
2738,8762.787079708905,8763.287079708905,0.5
2739,8765.847362852075,8766.347362852075,0.5
2740,8768.95986078884,8769.45986078884,0.5
2741,8772.169865426795,8772.669865426795,0.5
2742,8775.286230686503,8775.786230686503,0.5
2743,8778.58947568768,8779.08947568768,0.5
2744,8781.172255801242,8781.672255801242,0.5
2745,8784.81916635697,8785.31916635697,0.5
2746,8788.127072267771,8788.627072267771,0.5
2747,8791.048925096067,8791.548925096067,0.5
2748,8794.556712608355,8795.056712608355,0.5
2749,8797.6388737326,8798.1388737326,0.5
2750,8801.231183148464,8801.731183148464,0.5
2751,8804.395011985845,8804.895011985845,0.5
2752,8807.187566958983,8807.687566958983,0.5
2753,8810.450880562497,8810.950880562497,0.5
2754,8813.666578623692,8814.166578623692,0.5
2755,8816.791356273585,8817.291356273585,0.5
2756,8820.121013197626,8820.621013197626,0.5
2757,8823.130671819044,8823.630671819044,0.5
2758,8826.256525197838,8826.756525197838,0.5
2759,8829.807510541608,8830.307510541608,0.5
2760,8833.009194245677,8833.509194245677,0.5
2761,8835.922745208904,8836.422745208904,0.5
2762,8839.462999478992,8839.962999478992,0.5
2763,8842.35793287901,8842.85793287901,0.5
2764,8845.735201504453,8846.235201504453,0.5
2765,8849.04895729137,8849.54895729137,0.5
2766,8852.078486007911,8852.578486007911,0.5
2767,8855.376476735282,8855.876476735282,0.5
